Sl.No,State,Zone,District,Sub District,P/M/C,Name of Local Body,Name Of Ward,
2051,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Alummoodu,
2052,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Kureeppally,
2053,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Naduvilakkara,
2054,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Cherikkonam,
2055,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Karumanna,
2056,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Pankonam,
2057,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Thrikkovilvattom,
2058,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Mukhathala,
2059,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Kizhavoor,
2060,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Thazhuthala,
2061,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Kannanalloor South,
2062,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Kambivila,
2063,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Perayam,
2064,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Perayam North,
2065,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Mylapooru,
2066,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Puthuchira,
2067,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Decentjunction,
2068,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Vettilathazham,
2069,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Chenthappooru,
2070,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,Kannanalloor North,
2071,Kerala,Southern,Kollam,Kollam,Panchayath,Thrikkovilvattom,kannanalloor Ward,
2072,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chadayamangalam,Theruvinbhagom,
2073,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chadayamangalam,Vellooppara,
2074,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chadayamangalam,Edakkodu,
2075,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chadayamangalam,Madannada,
2076,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chadayamangalam,Poonkodu,
2077,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chadayamangalam,Akkonam,
2078,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chadayamangalam,Mannamparampu,
2079,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chadayamangalam,Kannankodu,
2080,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chadayamangalam,Chadayamangalam,
2081,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chadayamangalam,Kuriyodu,
2082,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chadayamangalam,Vettuvazhi,
2083,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chadayamangalam,Kalayam,
2084,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chadayamangalam,Kallikkadu,
2085,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chadayamangalam,Moolamkodu,
2086,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chadayamangalam,Poredom,
2087,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Ayirakuzhy,
2088,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Chithara,
2089,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Venkodu,
2090,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Valavupacha,
2091,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Arippal,
2092,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Karara Ward,
2093,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Madathara,
2094,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Mullikkadu,
2095,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Kollayil,
2096,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Sathyamangalam,
2097,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Chakkamala,
2098,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Kilithatta,
2099,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Kurakkodu,
2100,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Chiravoor,
2101,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Mancodu,
2102,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Erappil,
2103,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Vattamuttam,
2104,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Puthussery,
2105,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Mathira,
2106,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Mandiramkunnu,
2107,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Kanakamala,
2108,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Thoottikkal,
2109,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Chithara,Muthayil,
2110,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Elamadu,Valiyodu,
2111,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Elamadu,Paramkodu,
2112,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Elamadu,Pulikkuzhi,
2113,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Elamadu,Vengoor Ward,
2114,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Elamadu,Thevannoor,
2115,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Elamadu,Kulanjiyil,
2116,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Elamadu,Elamadu,
2117,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Elamadu,Ambalammukku,
2118,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Elamadu,Thottathara,
2119,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Elamadu,Arkkannoor,
2120,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Elamadu,Kannamkodu,
2121,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Elamadu,Karalikonam,
2122,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Elamadu,Poothoor Ward,
2123,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Elamadu,Edatharappana,
2124,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Elamadu,Kottakkavila,
2125,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Elamadu,Cheruvakkal,
2126,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Elamadu,Nettayam,
2127,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ezhukone,Karuvelil,
2128,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ezhukone,Chittacode,
2129,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ezhukone,Irumpanangadu,
2130,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ezhukone,Ambalathumkala,
2131,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ezhukone,Kakkakottoor,
2132,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ezhukone,Valayicode,
2133,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ezhukone,Pochamkonam,
2134,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ezhukone,Panchayath Office,
2135,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ezhukone,Kochanjilimoodu,
2136,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ezhukone,Edakkode,
2137,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ezhukone,Nedumpaikulam,
2138,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ezhukone,E S I Ward,
2139,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ezhukone,Irumpanangadu H S,
2140,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ezhukone,Ezhukone H S,
2141,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ezhukone,Cheerankavu,
2142,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ezhukone,Paruthumpara,
2143,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Malapperoor,
2144,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Thrangod,
2145,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Kottukkal,
2146,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Vadakke Kottukkal,
2147,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Nedupuram,
2148,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Padinjare Vayala,
2149,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Thottammukku,
2150,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Kizhakke Vayala,
2151,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Velunthara,
2152,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Mannoor,
2153,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Thudayannoor,
2154,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Manaluvattom,
2155,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Chanappara,
2156,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Anappad,
2157,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Charipparambu,
2158,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Chunda,
2159,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Vayyanam,
2160,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Keezhthoni,
2161,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Ittiva,
2162,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Philgiri,
2163,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ittiva,Manjappara,
2164,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Elampazhannoor,
2165,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Vellarvattam,
2166,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Kottappuram,
2167,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Kuttikkadu,
2168,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Vadakkevayal,
2169,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Karakkadu,
2170,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Panthalammukku,
2171,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Mukunneri,
2172,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Palakkal,
2173,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Chingeli,
2174,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Altharamoodu,
2175,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Thumbodu,
2176,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Kadakkal Town,
2177,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Govindamangalam,
2178,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Mattidampara,
2179,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Pullupana,
2180,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Attupuram,
2181,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Karyam,
2182,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kadakkal,Edathara,
2183,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Thrippilazhikam,
2184,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Chowalloor,
2185,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Idakkidam,
2186,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Gurunathanmukal,
2187,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Kadakkode,
2188,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Ilayam,
2189,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Plackode,
2190,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Kareepra,
2191,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Mulavoorkonam,
2192,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Vakkanadu,
2193,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Ulacodu,
2194,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Nedumoncavu,
2195,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Ettuvaikodu,
2196,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Kudikkodu,
2197,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Thalovoorkonam,
2198,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Choorapoika,
2199,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Kuzhimathikadu,
2200,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kareepra,Madanthacodu,
2201,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Thazhathu Kulakkada Ward,
2202,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Kulakkada East Ward,
2203,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Kuttara Ward,
2204,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Malappara Ward,
2205,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Kulakkada Ward,
2206,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Erathu Kulakkada Ward,
2207,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Colony Ward,
2208,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Poovattoor East Ward,
2209,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Kalayapuram Ward,
2210,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Perumkulam Ward,
2211,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Ponganpara Ward,
2212,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Vendar Ward,
2213,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Pathala Ward,
2214,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Poovattoor Ward,
2215,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Mavady Ward,
2216,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Attuvassery East Ward,
2217,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Mylamkulam Ward,
2218,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Puthoor Ward,
2219,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kulakkada,Attuvassery Ward,
2220,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kummil,Eyyakkodu Ward,
2221,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kummil,Mukkunnam Ward,
2222,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kummil,Anappara Ward,
2223,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kummil,Pangalukadu Ward,
2224,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kummil,Darppakkadu Ward,
2225,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kummil,Kondodi Ward,
2226,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kummil,Mankadu Ward,
2227,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kummil,Kummil North Ward,
2228,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kummil,Kummil Ward,
2229,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kummil,Thachonam Ward,
2230,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kummil,Mullakkara Ward,
2231,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kummil,Vattathamara Ward,
2232,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kummil,Sambramam Ward,
2233,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Kummil,Puthukkodu Ward,
2234,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Melila,Irungoor Ward,
2235,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Melila,Chengamanadu North Ward,
2236,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Melila,Chethady Ward,
2237,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Melila,Myladumpara Ward,
2238,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Melila,Melila West Ward,
2239,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Melila,Melila North Ward,
2240,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Melila,Melila East Ward,
2241,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Melila,Melila South Ward,
2242,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Melila,Villoor Ward,
2243,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Melila,Nadukkunnu East Ward,
2244,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Melila,Chengamanadu South Ward,
2245,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Melila,Nadukkunnu West Ward,
2246,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Melila,Pattamala Ward,
2247,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Melila,Iyppalloor Ward,
2248,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Melila,Kizhakketheruvu Ward,
2249,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Anthamon Ward,
2250,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Kalayapuram Ward,
2251,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Thamarakudy Ward,
2252,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Akkavila Ward,
2253,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Mylom Ward,
2254,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Mylom Thekkekara Ward,
2255,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Ittyaparambu Ward,
2256,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Pulamon Ward,
2257,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Muttampalam Ward,
2258,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Pallickal East Ward,
2259,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Pallickal Ward,
2260,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Pallickal West Ward,
2261,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Kottathala Ward,
2262,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Kottathala West Ward,
2263,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Moozhikkodu Ward,
2264,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Perumkulam Ward,
2265,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Pallickal North Ward,
2266,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Inchakkadu South Ward,
2267,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Inchakkadu Ward,
2268,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Mylom,Inchakkadu East Ward,
2269,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Thekkumpuram Ward,
2270,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Karuvayam Ward,
2271,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Thevalappuram Ward,
2272,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Kottathala Ward,
2273,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Avanoor Ward,
2274,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Vallom Ward,
2275,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Kurumpaloor Ward,
2276,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Chalookonam Ward,
2277,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Neeleswaram Ward,
2278,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Pinattinmoodu Ward,
2279,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Annoor Ward,
2280,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Venmannoor Ward,
2281,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Neduvathoor Ward,
2282,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Anakottoor Ward,
2283,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Anakottoor West Ward,
2284,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Pullamala Ward,
2285,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Kuzhakkadu Ward,
2286,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Neduvathur,Kallelil Ward,
2287,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Nilamel,Elikkunnamukal Ward,
2288,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Nilamel,Valiyavazhy Ward,
2289,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Nilamel,Nedumpacha Ward,
2290,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Nilamel,Mulayakkonam Ward,
2291,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Nilamel,Murukkumon Ward,
2292,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Nilamel,Puthussery Ward,
2293,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Nilamel,College Ward,
2294,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Nilamel,Vellampara Ward,
2295,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Nilamel,Cherattukuzhy Ward,
2296,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Nilamel,Town Ward,
2297,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Nilamel,Benglamkunnu Ward,
2298,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Nilamel,Veykal Ward,
2299,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Nilamel,Kaithodu Ward,
2300,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Karimbinpuzha,
2301,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Thekkumcheri,
2302,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Cherumangadu,
2303,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Malanada,
2304,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Pavithreswaram,
2305,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,East Maranadu,
2306,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Maranadu South,
2307,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Maranadu West,
2308,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Edavattem,
2309,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Kaaruvelil,
2310,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Kaithakkodu,
2311,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Kaithakkodu West,
2312,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Kaithakkodu South,
2313,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Cherupoika,
2314,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Bhajanamadam,
2315,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Cherupoika,
2316,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Sreenarayanapuram,
2317,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Kaarikkal,
2318,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pavithreswaram,Kaarikkal Cherupoika,
2319,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pooyappally,Kottara,
2320,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pooyappally,Kunnumvaram,
2321,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pooyappally,Thachakode,
2322,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pooyappally,Pooyappally,
2323,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pooyappally,?Kanjirampara,
2324,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pooyappally,Mylode,
2325,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pooyappally,Nelliparampu,
2326,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pooyappally,Venkode,
2327,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pooyappally,Kozhikode,
2328,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pooyappally,Kattadi,
2329,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pooyappally,Payyakode,
2330,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pooyappally,Kurisummoodu,
2331,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pooyappally,Chenkulam,
2332,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pooyappally,Maruthamonpally,
2333,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pooyappally,Punnakode,
2334,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Pooyappally,Nalkavala,
2335,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ummannoor,Nellikkunnam,
2336,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ummannoor,Plappally,
2337,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ummannoor,Nedumankavu,
2338,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ummannoor,Panayara,
2339,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ummannoor,Ampalakkara West,
2340,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ummannoor,Ampalakkara,
2341,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ummannoor,Valakom North,
2342,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ummannoor,Valakom South,
2343,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ummannoor,Polikkodu,
2344,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ummannoor,Vayakkal,
2345,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ummannoor,Kampamkodu,
2346,Kerala,Southern,Kollam,Kottarakkara,Panchayath,Ummannoor,Thevannoor,
